accuracy,loss,val_accuracy,val_loss
0.737602174282074,0.7452605962753296,0.6579235196113586,1.0151537656784058
0.7318801283836365,0.7479516267776489,0.6524590253829956,1.03779935836792
0.7152588367462158,0.7522014379501343,0.6568306088447571,1.0491043329238892
0.7416893839836121,0.7064912915229797,0.6524590253829956,1.013073444366455
0.737602174282074,0.7164998650550842,0.6622951030731201,1.0119376182556152
0.7264305353164673,0.7137997150421143,0.6382513642311096,1.0343855619430542
0.7397820353507996,0.7073309421539307,0.6448087692260742,1.0389127731323242
0.7400544881820679,0.715282142162323,0.6612021923065186,1.0329943895339966
0.7384195923805237,0.7205889821052551,0.6524590253829956,1.0179917812347412
0.737602174282074,0.7176349759101868,0.6612021923065186,1.019586205482483
0.7419618368148804,0.7010406851768494,0.6568306088447571,1.0155646800994873
0.7378746867179871,0.7102184295654297,0.651366114616394,1.0823558568954468
0.7485013604164124,0.6867514252662659,0.6469945311546326,1.063524842262268
0.748228907585144,0.6922110915184021,0.6535519361495972,1.076607346534729
0.7463214993476868,0.6941840648651123,0.6480874419212341,1.0498988628387451
0.7474114298820496,0.685401976108551,0.6568306088447571,1.0202388763427734
0.7351498603820801,0.7091939449310303,0.6568306088447571,1.0378950834274292
0.7534059882164001,0.6635472178459167,0.6437158584594727,1.059605360031128
0.7523160576820374,0.6783099174499512,0.6491803526878357,1.058982014656067
0.7572206854820251,0.666312038898468,0.6590163707733154,1.0167239904403687
0.7490463256835938,0.6764255166053772,0.6448087692260742,1.07930326461792
0.7626702785491943,0.6586944460868835,0.660109281539917,1.0314303636550903
0.7542234063148499,0.6812317967414856,0.6240437030792236,1.1295963525772095
0.7534059882164001,0.6595467925071716,0.6535519361495972,1.0650690793991089
0.7411444187164307,0.6915042400360107,0.66557377576828,1.02707040309906
0.7528610229492188,0.6672834753990173,0.6480874419212341,1.0293611288070679
0.7547683715820312,0.6610351800918579,0.6426229476928711,1.0304619073867798
0.7544959187507629,0.6643759608268738,0.6491803526878357,1.0357192754745483
0.7542234063148499,0.6644794940948486,0.6491803526878357,1.035852074623108
0.7615804076194763,0.6569051146507263,0.6480874419212341,1.0790305137634277
0.7618528604507446,0.6507748365402222,0.6568306088447571,1.0716170072555542
0.758583128452301,0.6574947237968445,0.6579235196113586,1.0468319654464722
0.7653951048851013,0.6318789720535278,0.6644808650016785,1.0525319576263428
0.7618528604507446,0.6345685720443726,0.6590163707733154,1.0351570844650269
0.7664850354194641,0.623386561870575,0.6557376980781555,1.0433504581451416
0.7528610229492188,0.6580196619033813,0.6612021923065186,1.0678043365478516
0.7629427909851074,0.6531757712364197,0.654644787311554,1.0464389324188232
