accuracy,loss,val_accuracy,val_loss
0.1081743836402893,2.2971549034118652,0.13005463778972626,2.2697246074676514
0.19073569774627686,2.190359592437744,0.24590164422988892,2.0859858989715576
0.2880108952522278,1.9479089975357056,0.38032788038253784,1.7792887687683105
0.35994550585746765,1.7802891731262207,0.4021857976913452,1.6398050785064697
0.3983651101589203,1.6896533966064453,0.4480874240398407,1.6015411615371704
0.41580381989479065,1.6341619491577148,0.4961748719215393,1.4760122299194336
0.4574931859970093,1.5472052097320557,0.4972677528858185,1.4582215547561646
0.46457764506340027,1.5229895114898682,0.5322404503822327,1.4155123233795166
0.47111716866493225,1.467472791671753,0.5464481115341187,1.3903424739837646
0.4953678548336029,1.4438083171844482,0.5322404503822327,1.3676186800003052
0.5046321749687195,1.4323550462722778,0.5617486238479614,1.333130955696106
0.5125340819358826,1.3833507299423218,0.5759562849998474,1.2930989265441895
0.5155313611030579,1.3822695016860962,0.5857923626899719,1.2634022235870361
0.5198910236358643,1.34257972240448,0.582513689994812,1.2532798051834106
0.5277929306030273,1.3283109664916992,0.5836065411567688,1.2488583326339722
0.5501362681388855,1.3005738258361816,0.591256856918335,1.2399089336395264
0.5460490584373474,1.2853748798370361,0.591256856918335,1.2053920030593872
0.553133487701416,1.2610712051391602,0.5803278684616089,1.2242769002914429
0.5683923959732056,1.2250663042068481,0.6021857857704163,1.1833689212799072
0.5762943029403687,1.2112176418304443,0.6010928750038147,1.184871792793274
0.5752043724060059,1.2192555665969849,0.6098360419273376,1.1647307872772217
0.5847411155700684,1.1845813989639282,0.5978142023086548,1.1648494005203247
0.5814713835716248,1.19163179397583,0.5989071130752563,1.1575616598129272
0.5866485238075256,1.1717102527618408,0.6010928750038147,1.1562762260437012
0.591008186340332,1.15712308883667,0.6043716073036194,1.1446260213851929
0.6010898947715759,1.1486659049987793,0.6174863576889038,1.1164618730545044
0.6100817322731018,1.1241108179092407,0.6207650303840637,1.1134899854660034
0.6166212558746338,1.0953543186187744,0.6032786965370178,1.1563197374343872
0.6087193489074707,1.1067131757736206,0.6131147742271423,1.1004116535186768
0.6144413948059082,1.092947244644165,0.6163934469223022,1.0954475402832031
0.6128065586090088,1.0828312635421753,0.6207650303840637,1.0830659866333008
0.619346022605896,1.0689855813980103,0.6251366138458252,1.098754644393921
0.6307901740074158,1.0605318546295166,0.6196721196174622,1.0878410339355469
0.6310626864433289,1.0425163507461548,0.6196721196174622,1.0652035474777222
0.6395095586776733,1.0239211320877075,0.6109289526939392,1.0803215503692627
0.6504087448120117,1.000759482383728,0.6240437030792236,1.056943416595459
0.6455040574073792,1.0174413919448853,0.6327868700027466,1.06595778465271
0.636239767074585,1.013547658920288,0.6229507923126221,1.0846192836761475
0.6321526169776917,1.0193029642105103,0.6295081973075867,1.0784300565719604
0.6569482088088989,0.9720429182052612,0.6262295246124268,1.0420085191726685
0.6408719420433044,0.9956700205802917,0.6295081973075867,1.0506891012191772
0.6433242559432983,0.9773610234260559,0.6262295246124268,1.0633798837661743
0.6449591517448425,0.989432692527771,0.6371584534645081,1.0519264936447144
0.6667574644088745,0.9444400668144226,0.6240437030792236,1.0450900793075562
0.653406023979187,0.956483006477356,0.6360656023025513,1.056130051612854
0.6730245351791382,0.9325044751167297,0.6273223757743835,1.0399549007415771
0.6708446741104126,0.932296872138977,0.6316940188407898,1.0309441089630127
0.6525885462760925,0.9452247619628906,0.6240437030792236,1.0554393529891968
0.6765667796134949,0.8826473951339722,0.6469945311546326,1.0301413536071777
0.6757493019104004,0.9166440963745117,0.6306011080741882,1.0559941530227661
0.6874659657478333,0.8901872038841248,0.6437158584594727,1.0152513980865479
0.6746593713760376,0.8839203119277954,0.6469945311546326,1.0323630571365356
0.6746593713760376,0.9056292176246643,0.6524590253829956,1.0294382572174072
0.6811988949775696,0.8719265460968018,0.6502732038497925,1.0048387050628662
0.6888283491134644,0.8615491986274719,0.6568306088447571,1.0000841617584229
0.688283383846283,0.8836331367492676,0.6491803526878357,1.0230435132980347
0.6814714074134827,0.8812950253486633,0.6579235196113586,1.002017617225647
0.6931880116462708,0.8494320511817932,0.645901620388031,0.9910169839859009
0.685558557510376,0.863264262676239,0.651366114616394,1.0041074752807617
0.6980926394462585,0.8268640637397766,0.6382513642311096,1.0164835453033447
0.7054495811462402,0.8265810608863831,0.6469945311546326,1.020717740058899
0.6948229074478149,0.8396748900413513,0.6469945311546326,1.0251086950302124
0.7002725005149841,0.8190731406211853,0.6535519361495972,1.0255547761917114
0.7049046158790588,0.8306987881660461,0.6557376980781555,1.0022138357162476
0.7095367908477783,0.8128548264503479,0.6371584534645081,1.0443286895751953
0.7098092436790466,0.8005445599555969,0.6469945311546326,1.023632526397705
0.703814685344696,0.8175356984138489,0.654644787311554,1.02114999294281
0.7068119645118713,0.8028969764709473,0.6382513642311096,1.0540465116500854
0.7087193727493286,0.7916842103004456,0.6426229476928711,1.0509594678878784
0.7073569297790527,0.8069310784339905,0.660109281539917,1.0259180068969727
0.7160763144493103,0.7952804565429688,0.651366114616394,0.9960629940032959
0.7212533950805664,0.7711421251296997,0.6557376980781555,1.003539800643921
0.7098092436790466,0.7804924845695496,0.6557376980781555,1.003071904182434
0.7128065228462219,0.7934311032295227,0.6524590253829956,1.0080037117004395
0.7294278144836426,0.7610520124435425,0.6535519361495972,1.0154742002487183
0.7264305353164673,0.767027735710144,0.6524590253829956,1.0301238298416138
0.7239782214164734,0.777003824710846,0.6469945311546326,1.0379973649978638
0.7155313491821289,0.7575569152832031,0.6480874419212341,1.0228296518325806
